season,home_team,away_team,starting_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4
2010,CHI,NJN,15,Chris Richard,Hakim Warrick,?,Kirk Hinrich,Ronald Murray,Chris Douglas-Roberts,Josh Boone,Keyon Dooling,Terrence Williams,Yi Jianlian
2010,TOR,ORL,37,Andrea Bargnani,Antoine Wright,?,Hedo Turkoglu,Jarrett Jack,Anthony Johnson,Brandon Bass,Dwight Howard,J.J. Redick,Jameer Nelson
2010,PHO,HOU,42,Amar'e Stoudemire,?,Goran Dragic,Jared Dudley,Leandro Barbosa,Aaron Brooks,Kyle Lowry,Luis Scola,Shane Battier,Trevor Ariza
2010,DEN,MIL,8,Carmelo Anthony,Chauncey Billups,Chris Andersen,?,Nene Hilario,Ersan Ilyasova,Jerry Stackhouse,John Salmons,Kurt Thomas,Luke Ridnour
2010,DEN,LAL,15,Carmelo Anthony,Chris Andersen,J.R. Smith,?,Ty Lawson,Didier Ilunga-Mbenga,Jordan Farmar,Lamar Odom,Metta World Peace,Shannon Brown
2010,UTA,SAS,10,C.J. Miles,Carlos Boozer,?,Paul Millsap,Wesley Matthews,Antonio McDyess,George Hill,Manu Ginobili,Roger Mason,Tim Duncan
2010,HOU,TOR,30,?,Chuck Hayes,David Andersen,Kevin Martin,Shane Battier,Andrea Bargnani,DeMar DeRozan,Jarrett Jack,Rasho Nesterovic,Sonny Weems
2010,HOU,PHO,0,Aaron Brooks,Chuck Hayes,Luis Scola,Shane Battier,?,Amar'e Stoudemire,Channing Frye,Grant Hill,Jason Richardson,Steve Nash
2010,MEM,PHO,25,Marc Gasol,Mike Conley,O.J. Mayo,Rudy Gay,?,Amar'e Stoudemire,Grant Hill,Leandro Barbosa,Robin Lopez,Steve Nash
2010,TOR,CHA,42,Andrea Bargnani,?,Chris Bosh,Jarrett Jack,Sonny Weems,Boris Diaw,D.J. Augustin,Gerald Wallace,Ronald Murray,Stephen Jackson
2010,LAC,SAC,29,Brian Skinner,Chris Kaman,Eric Gordon,Rasual Butler,?,Beno Udrih,Carl Landry,Jason Thompson,Omri Casspi,Tyreke Evans
2010,PHI,BOS,43,Jason Smith,Jrue Holiday,Marreese Speights,Thaddeus Young,?,Eddie House,Lester Hudson,Marquis Daniels,Rasheed Wallace,Shelden Williams
2010,HOU,GSW,35,Aaron Brooks,Carl Landry,Chuck Hayes,?,Trevor Ariza,C.J. Watson,Devean George,Monta Ellis,Ronny Turiaf,Stephen Curry
2010,PHI,POR,34,Andre Iguodala,?,Jrue Holiday,Samuel Dalembert,Willie Green,Andre Miller,Jeff Ayres,Jerryd Bayless,LaMarcus Aldridge,Rudy Fernandez
2010,CLE,TOR,11,Anderson Varejao,Delonte West,Jawad Williams,LeBron James,?,Amir Johnson,Andrea Bargnani,Antoine Wright,DeMar DeRozan,Jose Calderon
2010,MIN,SAC,19,Al Jefferson,Corey Brewer,Darko Milicic,?,Sasha Pavlovic,Andres Nocioni,Carl Landry,Donte Greene,Jason Thompson,Tyreke Evans
2010,DAL,SAS,35,?,J.J. Barea,Jason Kidd,Jason Terry,Kris Humphries,Antonio McDyess,Keith Bogans,Matt Bonner,Richard Jefferson,Roger Mason
2010,SAC,POR,20,?,Beno Udrih,Carl Landry,Sean May,Tyreke Evans,Andre Miller,Brandon Roy,LaMarcus Aldridge,Marcus Camby,Nicolas Batum
2010,PHI,HOU,36,Allen Iverson,Elton Brand,Jason Kapono,?,Willie Green,Aaron Brooks,Carl Landry,David Andersen,Kyle Lowry,Trevor Ariza
2010,SAC,PHO,43,Beno Udrih,Jon Brockman,Omri Casspi,Sean May,?,Amar'e Stoudemire,Goran Dragic,Jared Dudley,Robin Lopez,Steve Nash
2010,LAC,CHI,37,Al Thornton,Craig Smith,?,Ricky Davis,Sebastian Telfair,Derrick Rose,James Johnson,Jannero Pargo,Joakim Noah,Tyrus Thomas
2010,IND,CHA,22,Brandon Rush,Dahntay Jones,Roy Hibbert,T.J. Ford,?,D.J. Augustin,Gerald Wallace,Stephen Graham,Stephen Jackson,Tyson Chandler
2010,DET,NOH,37,Austin Daye,Charlie Villanueva,?,Jonas Jerebko,Rodney Stuckey,Chris Paul,Darius Songaila,James Posey,Marcus Thornton,Peja Stojakovic
2010,MIN,DEN,44,?,Damien Wilkins,Kevin Love,Ramon Sessions,Ryan Gomes,Arron Afflalo,Carmelo Anthony,Chauncey Billups,Chris Andersen,J.R. Smith
2010,LAC,WAS,8,Baron Davis,Chris Kaman,?,Marcus Camby,Rasual Butler,Antawn Jamison,Brendan Haywood,Caron Butler,Gilbert Arenas,Nick Young
2010,LAC,IND,24,Al Thornton,Baron Davis,Chris Kaman,?,Marcus Camby,Dahntay Jones,Danny Granger,Roy Hibbert,T.J. Ford,Troy Murphy
2010,UTA,MIN,40,?,Mehmet Okur,Paul Millsap,Ronnie Brewer,Wesley Matthews,Al Jefferson,Corey Brewer,Damien Wilkins,Jonny Flynn,Kevin Love
2010,MEM,WAS,13,Hasheem Thabeet,?,O.J. Mayo,Sam Young,Zach Randolph,Andray Blatche,Antawn Jamison,Dominic McGuire,Earl Boykins,Nick Young
2010,OKC,MEM,0,?,Kevin Durant,Nick Collison,Russell Westbrook,Thabo Sefolosha,Hasheem Thabeet,Mike Conley,O.J. Mayo,Rudy Gay,Zach Randolph
2010,MEM,SAS,34,Hasheem Thabeet,Jamaal Tinsley,O.J. Mayo,Rudy Gay,?,George Hill,Ian Mahinmi,Manu Ginobili,Tim Duncan,Tony Parker
2010,DEN,TOR,23,Carmelo Anthony,Chauncey Billups,Kenyon Martin,?,Ty Lawson,Andrea Bargnani,Antoine Wright,Chris Bosh,Jarrett Jack,Jose Calderon
2010,NYK,MIN,8,Al Harrington,Chris Duhon,Jared Jeffries,Nate Robinson,?,Kevin Love,Ramon Sessions,Ryan Hollins,Sasha Pavlovic,Wayne Ellington
2010,ATL,CHI,13,Jamal Crawford,Jeff Teague,Joe Smith,?,Zaza Pachulia,Brad Miller,John Salmons,Kirk Hinrich,Luol Deng,Taj Gibson
2010,SAC,HOU,46,?,Beno Udrih,Jason Thompson,Spencer Hawes,Tyreke Evans,Aaron Brooks,Chuck Hayes,Luis Scola,Shane Battier,Trevor Ariza
2010,MIN,CHA,38,?,Damien Wilkins,Ramon Sessions,Ryan Gomes,Wayne Ellington,D.J. Augustin,Gerald Wallace,Ronald Murray,Stephen Jackson,Tyson Chandler
2010,LAC,NJN,42,Chris Kaman,Craig Smith,Rasual Butler,?,Sebastian Telfair,Brook Lopez,Chris Douglas-Roberts,Courtney Lee,Devin Harris,Yi Jianlian
2010,DET,WAS,20,Ben Gordon,Jason Maxiell,Jonas Jerebko,Richard Hamilton,?,Al Thornton,Andray Blatche,JaVale McGee,Mike Miller,Randy Foye
2010,DEN,GSW,25,Arron Afflalo,Joey Graham,Kenyon Martin,Nene Hilario,?,Anthony Randolph,Corey Maggette,Monta Ellis,Ronny Turiaf,Stephen Curry
2010,UTA,DEN,8,?,Carlos Boozer,Deron Williams,Paul Millsap,Ronnie Brewer,Anthony Carter,J.R. Smith,Joey Graham,Kenyon Martin,Nene Hilario
2010,PHI,CHA,0,Andre Iguodala,Elton Brand,Lou Williams,?,Thaddeus Young,Boris Diaw,Gerald Wallace,Raymond Felton,Stephen Jackson,Tyson Chandler
2010,OKC,GSW,28,Jeff Green,?,Nenad Krstic,Russell Westbrook,Thabo Sefolosha,Anthony Tolliver,Corey Maggette,Monta Ellis,Ronny Turiaf,Stephen Curry
2010,OKC,MIN,0,Jeff Green,?,Nenad Krstic,Russell Westbrook,Thabo Sefolosha,Al Jefferson,Corey Brewer,Jonny Flynn,Ryan Gomes,Ryan Hollins
2010,ATL,LAL,15,Jamal Crawford,Jeff Teague,?,Maurice Evans,Zaza Pachulia,Didier Ilunga-Mbenga,Jordan Farmar,Kobe Bryant,Metta World Peace,Shannon Brown
2010,MIN,NOH,16,Al Jefferson,Kevin Love,Ramon Sessions,Ryan Gomes,?,Chris Paul,David West,Hilton Armstrong,James Posey,Marcus Thornton
2010,OKC,MEM,13,Eric Maynor,?,James Harden,Serge Ibaka,Thabo Sefolosha,Darrell Arthur,Hamed Haddadi,Marcus Williams,Rudy Gay,Sam Young
2010,MIL,WAS,23,Brandon Jennings,Carlos Delfino,Ersan Ilyasova,?,Kurt Thomas,Al Thornton,Andray Blatche,James Singleton,Mike Miller,Randy Foye
2010,POR,OKC,39,Andre Miller,Jerryd Bayless,Juwan Howard,LaMarcus Aldridge,?,Eric Maynor,James Harden,Jeff Green,Serge Ibaka,Thabo Sefolosha
2010,ORL,PHO,23,J.J. Redick,?,Marcin Gortat,Mickael Pietrus,Ryan Anderson,Grant Hill,Jarron Collins,Jason Richardson,Lou Amundson,Steve Nash
2010,CHI,CHA,12,Brad Miller,?,Hakim Warrick,Ronald Murray,Taj Gibson,Gerald Wallace,Larry Hughes,Raymond Felton,Tyrus Thomas,Tyson Chandler
2010,CHI,LAC,46,Devin Brown,James Johnson,?,Taj Gibson,Tyrus Thomas,Baron Davis,Chris Kaman,Eric Gordon,Marcus Camby,Rasual Butler
2010,PHI,MIN,35,?,Elton Brand,Lou Williams,Thaddeus Young,Willie Green,Damien Wilkins,Kevin Love,Ramon Sessions,Ryan Hollins,Wayne Ellington
2010,WAS,CLE,24,Antawn Jamison,Brendan Haywood,?,Gilbert Arenas,Mike Miller,Anthony Parker,Daniel Gibson,Darnell Jackson,Jamario Moon,Mo Williams
2010,SAC,MIN,30,Donte Greene,Jason Thompson,?,Spencer Hawes,Tyreke Evans,Al Jefferson,Corey Brewer,Jonny Flynn,Kevin Love,Sasha Pavlovic
2010,GSW,DEN,45,Anthony Morrow,Anthony Tolliver,Monta Ellis,?,Stephen Curry,Carmelo Anthony,Chauncey Billups,Chris Andersen,J.R. Smith,Nene Hilario
2010,TOR,CHI,41,?,Andrea Bargnani,Hedo Turkoglu,Jarrett Jack,Sonny Weems,Hakim Warrick,Jannero Pargo,Joakim Noah,Kirk Hinrich,Ronald Murray
2010,TOR,SAC,10,Amir Johnson,Andrea Bargnani,?,Jose Calderon,Sonny Weems,Andres Nocioni,Jason Thompson,Kevin Martin,Spencer Hawes,Tyreke Evans
2010,POR,ORL,8,Andre Miller,Jeff Ayres,LaMarcus Aldridge,?,Steve Blake,Dwight Howard,Jameer Nelson,Matt Barnes,Rashard Lewis,Vince Carter
2010,MIL,PHO,0,?,Brandon Jennings,Carlos Delfino,John Salmons,Luc Mbah a Moute,Amar'e Stoudemire,Grant Hill,Jarron Collins,Jason Richardson,Steve Nash
2010,PHO,SAC,29,Amar'e Stoudemire,Grant Hill,?,Robin Lopez,Steve Nash,Carl Landry,Dominic McGuire,Donte Greene,Jason Thompson,Tyreke Evans
2010,DEN,TOR,9,Carmelo Anthony,Chauncey Billups,?,Kenyon Martin,Nene Hilario,Amir Johnson,Jose Calderon,Marco Belinelli,Rasho Nesterovic,Sonny Weems
2010,BOS,CHA,11,Glen Davis,Marquis Daniels,?,Rasheed Wallace,Tony Allen,Derrick Brown,Gerald Wallace,Raymond Felton,Stephen Graham,Tyrus Thomas
2010,DEN,ATL,20,Anthony Carter,Carmelo Anthony,J.R. Smith,Kenyon Martin,?,Al Horford,Joe Johnson,Josh Smith,Marvin Williams,Mike Bibby
2010,MIL,CHI,9,Andrew Bogut,Brandon Jennings,?,Luc Mbah a Moute,Michael Redd,Brad Miller,John Salmons,Kirk Hinrich,Luol Deng,Tyrus Thomas
2010,ATL,HOU,25,?,Joe Johnson,Josh Smith,Marvin Williams,Mike Bibby,Aaron Brooks,Chuck Hayes,Luis Scola,Shane Battier,Trevor Ariza
2010,SAC,NOH,19,Beno Udrih,Jason Thompson,Jon Brockman,?,Tyreke Evans,Darius Songaila,Darren Collison,David West,Julian Wright,Marcus Thornton
2010,ORL,LAL,13,?,Jason Williams,Marcin Gortat,Mickael Pietrus,Rashard Lewis,Andrew Bynum,Jordan Farmar,Lamar Odom,Metta World Peace,Shannon Brown
2010,SAS,NJN,7,DeJuan Blair,?,Manu Ginobili,Tim Duncan,Tony Parker,Brook Lopez,Chris Douglas-Roberts,Courtney Lee,Keyon Dooling,Yi Jianlian
2010,OKC,SAS,6,Kevin Durant,?,Russell Westbrook,Serge Ibaka,Thabo Sefolosha,George Hill,Keith Bogans,Manu Ginobili,Matt Bonner,Tim Duncan
2010,DEN,LAC,40,Arron Afflalo,?,J.R. Smith,Kenyon Martin,Ty Lawson,Al Thornton,Baron Davis,Craig Smith,Rasual Butler,Steve Novak
2010,CLE,DAL,21,Delonte West,?,Jamario Moon,LeBron James,Mo Williams,Dirk Nowitzki,J.J. Barea,Jason Terry,Kris Humphries,Shawn Marion
2010,IND,MEM,23,Brandon Rush,Earl Watson,?,Luther Head,Roy Hibbert,Hasheem Thabeet,Mike Conley,O.J. Mayo,Rudy Gay,Zach Randolph
2010,MIN,GSW,13,Al Jefferson,?,Ramon Sessions,Sasha Pavlovic,Wayne Ellington,Andris Biedrins,Anthony Morrow,C.J. Watson,Monta Ellis,Vladimir Radmanovic
2010,SAS,CHI,18,DeJuan Blair,Richard Jefferson,?,Tim Duncan,Tony Parker,Brad Miller,Derrick Rose,John Salmons,Luol Deng,Tyrus Thomas
2010,DEN,SAS,23,Arron Afflalo,Carmelo Anthony,Chauncey Billups,Joey Graham,?,George Hill,Manu Ginobili,Michael Finley,Richard Jefferson,Tim Duncan
2010,LAL,NJN,37,Adam Morrison,Jordan Farmar,Lamar Odom,Pau Gasol,?,Bobby Simmons,Brook Lopez,Courtney Lee,Devin Harris,Terrence Williams
2010,NYK,SAC,32,Al Harrington,Chris Duhon,Danilo Gallinari,David Lee,?,Andres Nocioni,Donte Greene,Jason Thompson,Kevin Martin,Tyreke Evans
2010,MEM,NOH,15,DeMarre Carroll,?,Marcus Williams,Rudy Gay,Sam Young,Aaron Gray,Chris Paul,Darren Collison,James Posey,Julian Wright
2010,UTA,NYK,26,?,Carlos Boozer,Deron Williams,Mehmet Okur,Wesley Matthews,Al Harrington,Danilo Gallinari,David Lee,Toney Douglas,Tracy McGrady
2010,ORL,PHI,19,Dwight Howard,J.J. Redick,Jameer Nelson,Matt Barnes,?,Andre Iguodala,Elton Brand,Marreese Speights,Rodney Carney,Willie Green
2010,IND,LAL,20,Brandon Rush,Earl Watson,Mike Dunleavy,Roy Hibbert,?,Derek Fisher,Kobe Bryant,Lamar Odom,Metta World Peace,Pau Gasol
2010,PHO,LAC,41,Channing Frye,?,Grant Hill,Jared Dudley,Robin Lopez,Baron Davis,Craig Smith,Drew Gooden,Rasual Butler,Steve Blake
2010,LAL,NJN,19,Derek Fisher,?,Lamar Odom,Metta World Peace,Pau Gasol,Chris Douglas-Roberts,Devin Harris,Josh Boone,Terrence Williams,Trenton Hassell
2010,NYK,WAS,38,Danilo Gallinari,Earl Barron,Henry Walker,Sergio Rodriguez,?,Al Thornton,Earl Boykins,JaVale McGee,James Singleton,Mike Miller
2010,BOS,GSW,37,?,Marquis Daniels,Rajon Rondo,Rasheed Wallace,Shelden Williams,Anthony Morrow,Monta Ellis,Raja Bell,Stephen Curry,Vladimir Radmanovic
2011,OKC,NYK,9,Eric Maynor,?,Kevin Durant,Nick Collison,Serge Ibaka,Henry Walker,Ronny Turiaf,Shawne Williams,Toney Douglas,Wilson Chandler
2011,ORL,PHO,40,?,Marcin Gortat,Mickael Pietrus,Rashard Lewis,Ryan Anderson,Earl Barron,Earl Clark,Hakim Warrick,Jared Dudley,Josh Childress
2011,POR,CHA,19,Andre Miller,LaMarcus Aldridge,?,Nicolas Batum,Wesley Matthews,Boris Diaw,D.J. Augustin,Dominic McGuire,Gerald Henderson,Kwame Brown
2011,MIN,PHI,34,Anthony Tolliver,?,Luke Ridnour,Nikola Pekovic,Wayne Ellington,Evan Turner,Jodie Meeks,Jrue Holiday,Spencer Hawes,Thaddeus Young
2011,WAS,TOR,0,Al Thornton,Andray Blatche,?,JaVale McGee,Kirk Hinrich,Andrea Bargnani,DeMar DeRozan,Jarrett Jack,Reggie Evans,Sonny Weems
2011,MIN,DET,43,?,Darko Milicic,Kevin Love,Luke Ridnour,Wesley Johnson,Charlie Villanueva,Jason Maxiell,Richard Hamilton,Rodney Stuckey,Tracy McGrady
2011,BOS,PHI,8,Kevin Garnett,Nate Robinson,Paul Pierce,Ray Allen,?,Andre Iguodala,Elton Brand,Jodie Meeks,Jrue Holiday,Tony Battie
2011,BOS,DAL,8,Glen Davis,Kevin Garnett,?,Rajon Rondo,Ray Allen,DeShawn Stevenson,J.J. Barea,Jason Kidd,Shawn Marion,Tyson Chandler
2011,WAS,ORL,18,Al Thornton,?,Kirk Hinrich,Trevor Booker,Yi Jianlian,Earl Clark,Gilbert Arenas,Jameer Nelson,Jason Richardson,Malik Allen
2011,DEN,HOU,38,Anthony Carter,?,Gary Forbes,J.R. Smith,Ty Lawson,Courtney Lee,Ish Smith,Kevin Martin,Kyle Lowry,Luis Scola
2011,DEN,POR,24,Arron Afflalo,Chauncey Billups,?,J.R. Smith,Nene Hilario,Andre Miller,Dante Cunningham,LaMarcus Aldridge,Nicolas Batum,Wesley Matthews
2011,IND,NOH,14,Brandon Rush,?,James Posey,Solomon Jones,T.J. Ford,David Andersen,Jarrett Jack,Jason Smith,Marco Belinelli,Marcus Thornton
2011,SAS,LAL,45,DeJuan Blair,Manu Ginobili,Richard Jefferson,?,Tony Parker,Derek Fisher,Kobe Bryant,Lamar Odom,Metta World Peace,Pau Gasol
2011,NYK,PHO,36,Henry Walker,Landry Fields,Raymond Felton,?,Wilson Chandler,Goran Dragic,Grant Hill,Jared Dudley,Marcin Gortat,Steve Nash
2011,DAL,LAC,37,?,Peja Stojakovic,Rodrigue Beaubois,Shawn Marion,Tyson Chandler,Blake Griffin,Craig Smith,Eric Gordon,Mo Williams,Randy Foye
2011,MIA,CHI,13,Chris Bosh,James Jones,?,Mike Miller,Zydrunas Ilgauskas,C.J. Watson,Luol Deng,Omer Asik,Ronnie Brewer,Taj Gibson
2011,OKC,BOS,44,James Harden,Kevin Durant,Nenad Krstic,Russell Westbrook,?,Glen Davis,Kevin Garnett,Paul Pierce,Rajon Rondo,Ray Allen
2011,TOR,OKC,29,Amir Johnson,Andrea Bargnani,?,Jose Calderon,Sonny Weems,James Harden,Jeff Green,Nenad Krstic,Nick Collison,Russell Westbrook
2011,PHI,CLE,19,?,Elton Brand,Evan Turner,Lou Williams,Thaddeus Young,Anderson Varejao,Anthony Parker,J.J. Hickson,Joey Graham,Mo Williams
2011,NYK,PHI,0,Amar'e Stoudemire,?,Landry Fields,Raymond Felton,Timofey Mozgov,Andre Iguodala,Elton Brand,Jodie Meeks,Jrue Holiday,Spencer Hawes
2011,NYK,WAS,32,Amar'e Stoudemire,Raymond Felton,Ronny Turiaf,?,Wilson Chandler,Andray Blatche,John Wall,Kevin Seraphin,Nick Young,Rashard Lewis
2011,ORL,ATL,34,Chris Duhon,Dwight Howard,J.J. Redick,?,Ryan Anderson,Al Horford,Jamal Crawford,Jason Collins,Josh Smith,Mike Bibby
2011,CHI,PHI,25,Carlos Boozer,Derrick Rose,Keith Bogans,?,Luol Deng,Andre Iguodala,Elton Brand,Jodie Meeks,Jrue Holiday,Spencer Hawes
2011,OKC,IND,12,Cole Aldrich,Daequan Cook,Eric Maynor,James Harden,?,Dahntay Jones,Jeff Foster,Lance Stephenson,Paul George,Tyler Hansbrough
2011,UTA,DAL,18,Al Jefferson,Andrei Kirilenko,Deron Williams,?,Paul Millsap,Caron Butler,J.J. Barea,Jason Kidd,Shawn Marion,Tyson Chandler
2011,MIL,GSW,18,?,John Salmons,Jon Brockman,Keyon Dooling,Luc Mbah a Moute,Brandan Wright,Reggie Williams,Rodney Carney,Stephen Curry,Vladimir Radmanovic
2011,TOR,CHA,9,Andrea Bargnani,DeMar DeRozan,James Johnson,?,Reggie Evans,Boris Diaw,D.J. Augustin,Gerald Henderson,Stephen Jackson,Tyrus Thomas
2011,ORL,POR,9,Brandon Bass,?,Hedo Turkoglu,Jameer Nelson,Jason Richardson,Andre Miller,Brandon Roy,Gerald Wallace,LaMarcus Aldridge,Rudy Fernandez
2011,GSW,DEN,23,?,Jeff Adrien,Monta Ellis,Rodney Carney,Stephen Curry,Al Harrington,Arron Afflalo,Carmelo Anthony,Chris Andersen,Ty Lawson
2011,MEM,UTA,23,Greivis Vasquez,Marc Gasol,O.J. Mayo,Rudy Gay,?,Al Jefferson,Deron Williams,Gordon Hayward,Paul Millsap,Raja Bell
2011,MEM,IND,21,Marc Gasol,Mike Conley,?,Tony Allen,Zach Randolph,Danny Granger,Darren Collison,Jeff Foster,Paul George,Tyler Hansbrough
2011,LAL,HOU,21,Derek Fisher,Devin Ebanks,?,Lamar Odom,Pau Gasol,Aaron Brooks,Chase Budinger,Courtney Lee,Luis Scola,Patrick Patterson
2011,OKC,HOU,43,James Harden,Jeff Green,?,Russell Westbrook,Thabo Sefolosha,Courtney Lee,Jordan Hill,Kevin Martin,Kyle Lowry,Shane Battier
2011,MIN,MIA,10,?,Kevin Love,Luke Ridnour,Martell Webster,Wesley Johnson,James Jones,Juwan Howard,LeBron James,Mike Bibby,Zydrunas Ilgauskas
2011,POR,NOH,30,Andre Miller,?,LaMarcus Aldridge,Nicolas Batum,Wesley Matthews,Chris Paul,David West,Jarrett Jack,Trevor Ariza,Willie Green
2011,GSW,PHO,21,Andris Biedrins,?,David Lee,Dorell Wright,Monta Ellis,Channing Frye,Grant Hill,Robin Lopez,Steve Nash,Vince Carter
2011,CHI,BOS,46,Carlos Boozer,Derrick Rose,Kurt Thomas,Kyle Korver,?,Delonte West,Jeff Green,Nenad Krstic,Sasha Pavlovic,Troy Murphy
2011,NYK,MIL,5,Amar'e Stoudemire,Carmelo Anthony,Chauncey Billups,?,Shawne Williams,Andrew Bogut,Brandon Jennings,Carlos Delfino,John Salmons,Luc Mbah a Moute
2011,PHO,WAS,47,Earl Clark,Garret Siler,Goran Dragic,Jared Dudley,?,Cartier Martin,Hilton Armstrong,John Wall,Nick Young,Trevor Booker
2011,ORL,MIL,32,Dwight Howard,?,Jameer Nelson,Jason Richardson,Ryan Anderson,Andrew Bogut,Chris Douglas-Roberts,Keyon Dooling,Larry Sanders,Luc Mbah a Moute
2011,LAL,DEN,13,Andrew Bynum,Lamar Odom,?,Shannon Brown,Steve Blake,Al Harrington,Danilo Gallinari,J.R. Smith,Raymond Felton,Timofey Mozgov
2011,MIL,LAC,14,Andrew Bogut,Carlos Delfino,John Salmons,Keyon Dooling,?,Al-Farouq Aminu,Blake Griffin,Brian Cook,Eric Bledsoe,Randy Foye
2011,DEN,TOR,39,Al Harrington,Chris Andersen,Gary Forbes,?,Timofey Mozgov,Andrea Bargnani,Jerryd Bayless,Leandro Barbosa,Reggie Evans,Sonny Weems
2011,PHI,SAS,11,Darius Songaila,?,Jrue Holiday,Lou Williams,Thaddeus Young,DeJuan Blair,Gary Neal,George Hill,Matt Bonner,Richard Jefferson
2011,IND,SAC,36,?,Brandon Rush,Danny Granger,Jeff Foster,Josh McRoberts,Donte Greene,Jason Thompson,Marcus Thornton,Samuel Dalembert,Tyreke Evans
2011,TOR,PHI,11,Amir Johnson,Ed Davis,Jerryd Bayless,Julian Wright,?,Elton Brand,Evan Turner,Jrue Holiday,Lou Williams,Thaddeus Young
2011,GSW,SAS,11,Andris Biedrins,?,Monta Ellis,Rodney Carney,Stephen Curry,Gary Neal,George Hill,Manu Ginobili,Matt Bonner,Tim Duncan
2011,CLE,CHA,15,?,Daniel Gibson,Joey Graham,Ramon Sessions,Ryan Hollins,D.J. Augustin,D.J. White,Dominic McGuire,Kwame Brown,Matt Carroll
2011,NYK,CHI,36,Raymond Felton,Ronny Turiaf,Shawne Williams,Toney Douglas,?,Carlos Boozer,Derrick Rose,Luol Deng,Ronnie Brewer,Taj Gibson
2011,TOR,WAS,17,Andrea Bargnani,?,James Johnson,Jose Calderon,Reggie Evans,JaVale McGee,Jordan Crawford,Maurice Evans,Othyus Jeffers,Yi Jianlian
2011,UTA,NOH,41,?,C.J. Miles,Deron Williams,Earl Watson,Francisco Elson,Chris Paul,David West,Emeka Okafor,Marcus Thornton,Willie Green
2011,GSW,PHO,12,Andris Biedrins,David Lee,?,Reggie Williams,Rodney Carney,Earl Barron,Goran Dragic,Hakim Warrick,Hedo Turkoglu,Jason Richardson
2011,DET,MIA,41,Greg Monroe,?,Rodney Stuckey,Tayshaun Prince,Tracy McGrady,Chris Bosh,Dwyane Wade,James Jones,LeBron James,Mike Miller
2011,MIN,SAS,7,Corey Brewer,Darko Milicic,Kevin Love,?,Wesley Johnson,Antonio McDyess,Gary Neal,George Hill,Tiago Splitter,Tony Parker
