season,home_team,away_team,starting_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4
2013,NYK,UTA,34,J.R. Smith,Jason Kidd,Marcus Camby,Pablo Prigioni,?,Alec Burks,Enes Kanter,Gordon Hayward,Jamaal Tinsley,Marvin Williams
2013,DET,CLE,0,Brandon Knight,Greg Monroe,?,Kyle Singler,Rodney Stuckey,Alonzo Gee,Dion Waiters,Kyrie Irving,Tristan Thompson,Tyler Zeller
2013,NYK,PHO,12,J.R. Smith,Kurt Thomas,Rasheed Wallace,?,Steve Novak,Jared Dudley,Luis Scola,Marcin Gortat,P.J. Tucker,Sebastian Telfair
2013,OKC,SAS,7,Eric Maynor,Kendrick Perkins,Kevin Durant,?,Serge Ibaka,Boris Diaw,Gary Neal,Stephen Jackson,Tim Duncan,Tony Parker
2013,WAS,DEN,0,Bradley Beal,Emeka Okafor,?,Martell Webster,Nene Hilario,Andre Iguodala,Danilo Gallinari,Kenneth Faried,Kosta Koufos,Ty Lawson
2013,NYK,BRK,19,?,J.R. Smith,Jason Kidd,Raymond Felton,Tyson Chandler,Brook Lopez,Deron Williams,Gerald Wallace,Joe Johnson,Keith Bogans
2013,NYK,ORL,21,Carmelo Anthony,Iman Shumpert,Kenyon Martin,Pablo Prigioni,?,Arron Afflalo,Beno Udrih,Kyle O'Quinn,Maurice Harkless,Tobias Harris
2013,GSW,MEM,12,Andris Biedrins,Carl Landry,Jarrett Jack,Richard Jefferson,?,Marc Gasol,Marreese Speights,Mike Conley,Quincy Pondexter,Wayne Ellington
2013,MIL,GSW,10,Beno Udrih,?,Larry Sanders,Luc Mbah a Moute,Monta Ellis,Andris Biedrins,Carl Landry,Draymond Green,Jarrett Jack,Richard Jefferson
2013,DAL,HOU,46,?,Mike James,O.J. Mayo,Shawn Marion,Vince Carter,Carlos Delfino,Chandler Parsons,James Harden,Patrick Beverley,Thomas Robinson
2013,SAC,NYK,16,Aaron Brooks,DeMarcus Cousins,Francisco Garcia,?,Jimmer Fredette,Chris Copeland,J.R. Smith,Marcus Camby,Pablo Prigioni,Steve Novak
2013,UTA,DET,19,?,Enes Kanter,Gordon Hayward,Jeremy Evans,Marvin Williams,Charlie Villanueva,Greg Monroe,Kyle Singler,Rodney Stuckey,Will Bynum
2013,DAL,MIN,19,Chris Kaman,Darren Collison,Elton Brand,?,Vince Carter,Alexey Shved,Andrei Kirilenko,Lou Amundson,Luke Ridnour,Nikola Pekovic
2013,GSW,MEM,25,David Lee,Festus Ezeli,Harrison Barnes,Klay Thompson,?,Marc Gasol,Mike Conley,Rudy Gay,Tony Allen,Zach Randolph
2013,MIA,MIN,0,?,Dwyane Wade,LeBron James,Mario Chalmers,Udonis Haslem,Alexey Shved,Andrei Kirilenko,Kevin Love,Luke Ridnour,Nikola Pekovic
2013,ORL,WAS,24,DeQuan Jones,Doron Lamb,E'Twaun Moore,Maurice Harkless,?,Emeka Okafor,Garrett Temple,John Wall,Martell Webster,Trevor Ariza
2013,UTA,MIN,35,Al Jefferson,Alec Burks,?,Marvin Williams,Randy Foye,Alexey Shved,Andrei Kirilenko,Dante Cunningham,Greg Stiemsma,J.J. Barea
2013,LAL,DEN,34,Antawn Jamison,Chris Duhon,?,Kobe Bryant,Metta World Peace,Andre Iguodala,Andre Miller,Corey Brewer,Jordan Hamilton,Timofey Mozgov
2013,CHI,CLE,0,Carlos Boozer,Joakim Noah,Kirk Hinrich,Luol Deng,?,Alonzo Gee,Dion Waiters,Shaun Livingston,Tristan Thompson,Tyler Zeller
2013,DEN,ORL,43,Andre Iguodala,?,Danilo Gallinari,Kenneth Faried,Ty Lawson,Arron Afflalo,J.J. Redick,Jameer Nelson,Josh McRoberts,Nikola Vucevic
2013,IND,NYK,41,D.J. Augustin,Jeff Ayres,Orlando Johnson,Sam Young,?,Amar'e Stoudemire,Chris Copeland,Iman Shumpert,Pablo Prigioni,Steve Novak
2013,ORL,TOR,32,?,Arron Afflalo,Ish Smith,J.J. Redick,Nikola Vucevic,Alan Anderson,Amir Johnson,DeMar DeRozan,Ed Davis,Jose Calderon
2013,MIN,NYK,30,Alexey Shved,Derrick Williams,Luke Ridnour,Nikola Pekovic,?,Amar'e Stoudemire,Carmelo Anthony,J.R. Smith,Raymond Felton,Tyson Chandler
2013,BOS,CHA,25,Avery Bradley,Brandon Bass,?,Jeff Green,Paul Pierce,Bismack Biyombo,Gerald Henderson,Josh McRoberts,Kemba Walker,Michael Kidd-Gilchrist
2013,DAL,BOS,8,Brandan Wright,Mike James,O.J. Mayo,?,Vince Carter,Avery Bradley,Brandon Bass,Courtney Lee,Jeff Green,Paul Pierce
2013,CLE,TOR,13,C.J. Miles,Dion Waiters,Luke Walton,Marreese Speights,?,Alan Anderson,Andrea Bargnani,John Lucas III,Landry Fields,Rudy Gay
2013,PHI,LAL,37,Damien Wilkins,Dorell Wright,?,Spencer Hawes,Thaddeus Young,Antawn Jamison,Darius Morris,Dwight Howard,Jodie Meeks,Kobe Bryant
2013,MEM,DEN,39,Jerryd Bayless,Marreese Speights,Quincy Pondexter,?,Zach Randolph,Andre Miller,Corey Brewer,Danilo Gallinari,Jordan Hamilton,Kenneth Faried
2013,DET,MIA,25,Brandon Knight,Greg Monroe,?,Kyle Singler,Tayshaun Prince,Chris Bosh,LeBron James,Mario Chalmers,Mike Miller,Udonis Haslem
2013,UTA,NOH,40,Alec Burks,Derrick Favors,Earl Watson,?,Paul Millsap,Brian Roberts,Greivis Vasquez,Robin Lopez,Ryan Anderson,Xavier Henry
2013,PHO,LAL,33,Goran Dragic,?,Michael Beasley,P.J. Tucker,Shannon Brown,Dwight Howard,Kobe Bryant,Metta World Peace,Pau Gasol,Steve Nash
2013,DAL,BOS,46,Brandan Wright,?,Dirk Nowitzki,O.J. Mayo,Vince Carter,Avery Bradley,Courtney Lee,Jeff Green,Kevin Garnett,Paul Pierce
2013,IND,POR,15,D.J. Augustin,?,Ian Mahinmi,Sam Young,Tyler Hansbrough,Joel Freeland,Luke Babbitt,Meyers Leonard,Nolan Smith,Will Barton
2013,MIN,POR,32,?,Andrei Kirilenko,Dante Cunningham,Greg Stiemsma,Luke Ridnour,Damian Lillard,J.J. Hickson,LaMarcus Aldridge,Nicolas Batum,Wesley Matthews
2013,LAC,NOH,37,Eric Bledsoe,Jamal Crawford,Lamar Odom,Matt Barnes,?,Anthony Davis,Brian Roberts,Dominic McGuire,Roger Mason,Ryan Anderson
2013,SAS,NYK,21,Danny Green,Manu Ginobili,Stephen Jackson,Tim Duncan,?,Carmelo Anthony,J.R. Smith,Jason Kidd,Raymond Felton,Tyson Chandler
2013,POR,LAL,37,Eric Maynor,?,Meyers Leonard,Sasha Pavlovic,Victor Claver,Earl Clark,Jodie Meeks,Kobe Bryant,Pau Gasol,Steve Blake
2013,TOR,NOH,0,Amir Johnson,?,Jonas Valanciunas,Kyle Lowry,Rudy Gay,Al-Farouq Aminu,Anthony Davis,Eric Gordon,Greivis Vasquez,Robin Lopez
2013,GSW,CLE,5,Andrew Bogut,?,Harrison Barnes,Klay Thompson,Stephen Curry,C.J. Miles,Dion Waiters,Kyrie Irving,Samardo Samuels,Tristan Thompson
2013,ATL,OKC,44,Al Horford,Jeff Teague,?,Kyle Korver,Lou Williams,Kendrick Perkins,Kevin Durant,Russell Westbrook,Serge Ibaka,Thabo Sefolosha
2013,SAS,OKC,31,?,Danny Green,Stephen Jackson,Tim Duncan,Tony Parker,Kendrick Perkins,Kevin Durant,Russell Westbrook,Serge Ibaka,Thabo Sefolosha
2013,SAS,GSW,33,Boris Diaw,Gary Neal,Stephen Jackson,Tiago Splitter,?,Carl Landry,David Lee,Draymond Green,Harrison Barnes,Jarrett Jack
2014,WAS,MEM,10,?,Chris Singleton,John Wall,Marcin Gortat,Trevor Ariza,Ed Davis,Marc Gasol,Mike Conley,Mike Miller,Tony Allen
2014,SAS,DAL,5,Danny Green,?,Tiago Splitter,Tim Duncan,Tony Parker,DeJuan Blair,Dirk Nowitzki,Jose Calderon,Monta Ellis,Shawn Marion
2014,PHO,ATL,17,Goran Dragic,Ish Smith,?,Markieff Morris,Shavlik Randolph,DeMarre Carroll,Elton Brand,Lou Williams,Mike Scott,Shelvin Mack
2014,IND,NYK,31,David West,George Hill,Lance Stephenson,?,Roy Hibbert,Amar'e Stoudemire,Carmelo Anthony,J.R. Smith,Raymond Felton,Tyson Chandler
2014,SAC,BRK,10,DeMarcus Cousins,?,Marcus Thornton,Patrick Patterson,Travis Outlaw,Alan Anderson,Andray Blatche,Deron Williams,Mason Plumlee,Paul Pierce
2014,PHI,MIN,12,Brandon Davies,Daniel Orton,Elliot Williams,?,James Anderson,Alexey Shved,Dante Cunningham,Kevin Love,Ricky Rubio,Robbie Hummel
2014,OKC,MEM,0,Kendrick Perkins,?,Reggie Jackson,Serge Ibaka,Thabo Sefolosha,Courtney Lee,Marc Gasol,Nick Calathes,Tayshaun Prince,Zach Randolph
2014,CHI,DET,19,?,Joakim Noah,Kirk Hinrich,Marquis Teague,Mike Dunleavy,Andre Drummond,Brandon Jennings,Greg Monroe,Kentavious Caldwell-Pope,Kyle Singler
2014,UTA,CHI,43,Derrick Favors,Gordon Hayward,Marvin Williams,Richard Jefferson,?,Carlos Boozer,Joakim Noah,Kirk Hinrich,Mike Dunleavy,Tony Snell
2014,CHI,NYK,34,Carlos Boozer,D.J. Augustin,?,Mike Dunleavy,Taj Gibson,Carmelo Anthony,Iman Shumpert,Pablo Prigioni,Tim Hardaway,Tyson Chandler
2014,IND,MIL,10,?,David West,Evan Turner,Ian Mahinmi,Paul George,Giannis Antetokounmpo,Jeff Adrien,John Henson,O.J. Mayo,Ramon Sessions
2014,NOP,DEN,36,Anthony Davis,Austin Rivers,Eric Gordon,Greg Stiemsma,?,Darrell Arthur,J.J. Hickson,Randy Foye,Ty Lawson,Wilson Chandler
2014,MIA,POR,0,Chris Bosh,Greg Oden,LeBron James,?,Toney Douglas,Damian Lillard,Dorell Wright,Nicolas Batum,Robin Lopez,Wesley Matthews
2014,DET,BOS,8,Andre Drummond,Brandon Jennings,Josh Smith,?,Rodney Stuckey,Brandon Bass,Chris Johnson,Jeff Green,Jerryd Bayless,Kelly Olynyk
2014,SAS,UTA,0,Danny Green,Kawhi Leonard,Tiago Splitter,?,Tony Parker,Derrick Favors,Enes Kanter,Gordon Hayward,Richard Jefferson,Trey Burke
2014,BRK,TOR,23,Alan Anderson,?,Kevin Garnett,Paul Pierce,Shaun Livingston,Amir Johnson,Greivis Vasquez,John Salmons,Jonas Valanciunas,Kyle Lowry
2014,NOP,SAS,33,Al-Farouq Aminu,Anthony Davis,Anthony Morrow,Austin Rivers,?,Cory Joseph,Danny Green,Tiago Splitter,Tim Duncan,Tony Parker
2014,HOU,BOS,22,Chandler Parsons,James Harden,Omri Casspi,Patrick Beverley,?,Brandon Bass,Courtney Lee,Jared Sullinger,Jeff Green,Jordan Crawford
2014,SAS,CHA,29,Boris Diaw,?,Manu Ginobili,Patty Mills,Tim Duncan,Al Jefferson,Gerald Henderson,Josh McRoberts,Kemba Walker,Michael Kidd-Gilchrist
2014,MIA,DET,25,Chris Bosh,James Jones,LeBron James,?,Shane Battier,Andre Drummond,Brandon Jennings,Greg Monroe,Josh Smith,Kentavious Caldwell-Pope
2014,DET,PHI,15,Brandon Jennings,?,Josh Harrellson,Kyle Singler,Will Bynum,Elliot Williams,Evan Turner,James Anderson,Spencer Hawes,Thaddeus Young
2014,DET,NYK,42,Andre Drummond,Greg Monroe,?,Rodney Stuckey,Will Bynum,Amar'e Stoudemire,Carmelo Anthony,J.R. Smith,Raymond Felton,Tyson Chandler
2014,MEM,OKC,39,James Johnson,Jon Leuer,Mike Conley,?,Zach Randolph,Derek Fisher,Jeremy Lamb,Kevin Durant,Nick Collison,Reggie Jackson
2014,IND,ORL,0,David West,George Hill,Lance Stephenson,?,Roy Hibbert,Arron Afflalo,Glen Davis,Nikola Vucevic,Tobias Harris,Victor Oladipo
2014,BRK,NOP,18,?,Andrei Kirilenko,Jason Terry,Mason Plumlee,Mirza Teletovic,Al-Farouq Aminu,Anthony Davis,Brian Roberts,Eric Gordon,Luke Babbitt
2014,IND,GSW,43,David West,George Hill,?,Paul George,Roy Hibbert,Draymond Green,Harrison Barnes,Jermaine O'Neal,Klay Thompson,Stephen Curry
2014,LAC,ATL,38,Danny Granger,Darren Collison,?,Hedo Turkoglu,Willie Green,Cartier Martin,Dennis Schroder,Elton Brand,Mike Scott,Shelvin Mack
2014,LAC,HOU,38,?,Chris Paul,Jamal Crawford,Jared Dudley,Matt Barnes,Aaron Brooks,Chandler Parsons,Dwight Howard,Francisco Garcia,Omri Casspi
2014,WAS,CLE,5,Bradley Beal,John Wall,Kevin Seraphin,?,Martell Webster,Andrew Bynum,C.J. Miles,Earl Clark,Kyrie Irving,Tristan Thompson
2014,NOP,LAL,23,Anthony Davis,?,Jason Smith,Jrue Holiday,Tyreke Evans,Chris Kaman,Jodie Meeks,Nick Young,Pau Gasol,Steve Blake
2014,WAS,SAS,7,Bradley Beal,John Wall,Marcin Gortat,?,Trevor Ariza,Boris Diaw,Danny Green,Marco Belinelli,Tim Duncan,Tony Parker
2014,WAS,OKC,44,?,John Wall,Marcin Gortat,Martell Webster,Nene Hilario,Jeremy Lamb,Perry Jones,Reggie Jackson,Steven Adams,Thabo Sefolosha
2014,ATL,MEM,19,DeMarre Carroll,Gustavo Ayon,Kyle Korver,?,Paul Millsap,Ed Davis,James Johnson,Kosta Koufos,Mike Miller,Nick Calathes
2014,DET,IND,12,Andre Drummond,Josh Smith,?,Rodney Stuckey,Will Bynum,Donald Sloan,Luis Scola,Paul George,Roy Hibbert,Solomon Hill
2014,NOP,ATL,0,Al-Farouq Aminu,Alexis Ajinca,?,Brian Roberts,Eric Gordon,DeMarre Carroll,Gustavo Ayon,Jeff Teague,Kyle Korver,Paul Millsap
2014,DEN,CLE,43,?,Nate Robinson,Randy Foye,Ty Lawson,Wilson Chandler,Anderson Varejao,C.J. Miles,Kyrie Irving,Luol Deng,Tristan Thompson
2014,WAS,CHI,20,?,John Wall,Marcin Gortat,Nene Hilario,Trevor Ariza,D.J. Augustin,Jimmy Butler,Joakim Noah,Taj Gibson,Tony Snell
2014,CHI,MEM,37,D.J. Augustin,Jimmy Butler,Joakim Noah,?,Tony Snell,Kosta Koufos,Mike Conley,Mike Miller,Tony Allen,Zach Randolph
2014,SAS,OKC,47,Cory Joseph,Manu Ginobili,?,Tim Duncan,Tony Parker,Derek Fisher,Jeremy Lamb,Kevin Durant,Reggie Jackson,Serge Ibaka
2014,TOR,CLE,33,John Salmons,Jonas Valanciunas,?,Patrick Patterson,Terrence Ross,Jarrett Jack,Kyrie Irving,Luol Deng,Spencer Hawes,Tristan Thompson
2014,NOP,SAS,0,?,Anthony Davis,Brian Roberts,Eric Gordon,Jason Smith,Jeff Ayres,Kawhi Leonard,Manu Ginobili,Tim Duncan,Tony Parker
2014,LAL,BRK,25,?,Kendall Marshall,Kent Bazemore,Pau Gasol,Wesley Johnson,Andrei Kirilenko,Deron Williams,Joe Johnson,Mason Plumlee,Paul Pierce
2014,LAC,LAL,13,Darren Collison,?,J.J. Redick,Jared Dudley,Willie Green,Jodie Meeks,Kent Bazemore,Nick Young,Robert Sacre,Wesley Johnson
2014,LAC,CHA,0,?,Chris Paul,DeAndre Jordan,Jamal Crawford,Jared Dudley,Al Jefferson,Anthony Tolliver,Gerald Henderson,Josh McRoberts,Kemba Walker
2014,DAL,MIN,41,DeJuan Blair,Gal Mekel,Monta Ellis,Shawn Marion,?,Dante Cunningham,Kevin Martin,Luc Mbah a Moute,Nikola Pekovic,Ricky Rubio
2014,LAC,HOU,45,Byron Mullens,Darren Collison,Jamal Crawford,?,Ryan Hollins,Donatas Motiejunas,Greg Smith,Jeremy Lin,Ronnie Brewer,Terrence Jones
2014,TOR,IND,44,Amir Johnson,?,Jonas Valanciunas,Kyle Lowry,Terrence Ross,David West,George Hill,Lance Stephenson,Paul George,Roy Hibbert
2014,BRK,CHI,32,Andray Blatche,Andrei Kirilenko,?,Joe Johnson,Paul Pierce,Carlos Boozer,Jimmy Butler,Joakim Noah,Kirk Hinrich,Mike Dunleavy
2014,BRK,TOR,46,?,Deron Williams,Joe Johnson,Paul Pierce,Shaun Livingston,Amir Johnson,DeMar DeRozan,Kyle Lowry,Terrence Ross,Tyler Hansbrough
2014,IND,DET,24,George Hill,?,Lance Stephenson,Luis Scola,Paul George,Greg Monroe,Jonas Jerebko,Josh Smith,Kyle Singler,Will Bynum
2014,HOU,MIN,22,?,James Harden,Jeremy Lin,Omer Asik,Terrence Jones,Corey Brewer,Gorgui Dieng,Kevin Love,Kevin Martin,Ricky Rubio
2014,WAS,CLE,0,Bradley Beal,John Wall,?,Martell Webster,Nene Hilario,Andrew Bynum,C.J. Miles,Earl Clark,Kyrie Irving,Tristan Thompson
2014,NOP,PHO,36,Anthony Davis,Anthony Morrow,Brian Roberts,?,Tyreke Evans,Gerald Green,Ish Smith,Marcus Morris,Markieff Morris,P.J. Tucker
2014,HOU,LAC,30,Chandler Parsons,?,Jeremy Lin,Omer Asik,Terrence Jones,Chris Paul,Darren Collison,DeAndre Jordan,Jamal Crawford,Matt Barnes
